state,state_code,year,age_group,gender,race,deaths
Georgia,13,2002,15-24 years,Male,White,18
Georgia,13,2002,25-34 years,Female,White,12
Georgia,13,2002,25-34 years,Male,White,24
Georgia,13,2002,35-44 years,Female,White,25
Georgia,13,2002,35-44 years,Male,White,51
Georgia,13,2002,45-54 years,Female,White,16
Georgia,13,2002,45-54 years,Male,White,32
Georgia,13,2003,15-24 years,Male,White,24
Georgia,13,2003,25-34 years,Female,White,13
Georgia,13,2003,25-34 years,Male,White,30
Georgia,13,2003,35-44 years,Female,White,25
Georgia,13,2003,35-44 years,Male,Black or African American,12
Georgia,13,2003,35-44 years,Male,White,37
Georgia,13,2003,45-54 years,Female,White,20
Georgia,13,2003,45-54 years,Male,White,28
Georgia,13,2003,55-64 years,Female,White,11
Georgia,13,2004,15-24 years,Male,White,17
Georgia,13,2004,25-34 years,Female,White,23
Georgia,13,2004,25-34 years,Male,White,31
Georgia,13,2004,35-44 years,Female,White,25
Georgia,13,2004,35-44 years,Male,White,49
Georgia,13,2004,45-54 years,Female,White,29
Georgia,13,2004,45-54 years,Male,White,39
Georgia,13,2005,15-24 years,Male,White,38
Georgia,13,2005,25-34 years,Female,White,15
Georgia,13,2005,25-34 years,Male,White,37
Georgia,13,2005,35-44 years,Female,White,31
Georgia,13,2005,35-44 years,Male,White,52
Georgia,13,2005,45-54 years,Female,White,30
Georgia,13,2005,45-54 years,Male,White,50
Georgia,13,2005,55-64 years,Female,White,11
Georgia,13,2006,15-24 years,Male,White,28
Georgia,13,2006,25-34 years,Female,White,16
Georgia,13,2006,25-34 years,Male,White,59
Georgia,13,2006,35-44 years,Female,White,32
Georgia,13,2006,35-44 years,Male,White,54
Georgia,13,2006,45-54 years,Female,White,40
Georgia,13,2006,45-54 years,Male,White,42
Georgia,13,2006,55-64 years,Female,White,10
Georgia,13,2006,55-64 years,Male,White,11
Georgia,13,2007,15-24 years,Male,White,44
Georgia,13,2007,25-34 years,Female,White,22
Georgia,13,2007,25-34 years,Male,White,57
Georgia,13,2007,35-44 years,Female,White,29
Georgia,13,2007,35-44 years,Male,White,63
Georgia,13,2007,45-54 years,Female,White,43
Georgia,13,2007,45-54 years,Male,White,42
Georgia,13,2007,55-64 years,Female,White,16
Georgia,13,2007,55-64 years,Male,White,17
Georgia,13,2008,15-24 years,Male,White,53
Georgia,13,2008,25-34 years,Female,White,13
Georgia,13,2008,25-34 years,Male,White,67
Georgia,13,2008,35-44 years,Female,White,36
Georgia,13,2008,35-44 years,Male,White,48
Georgia,13,2008,45-54 years,Female,Black or African American,14
Georgia,13,2008,45-54 years,Female,White,31
Georgia,13,2008,45-54 years,Male,White,47
Georgia,13,2008,55-64 years,Female,White,12
Georgia,13,2008,55-64 years,Male,White,22
Georgia,13,2009,15-24 years,Male,White,41
Georgia,13,2009,25-34 years,Female,White,30
Georgia,13,2009,25-34 years,Male,White,65
Georgia,13,2009,35-44 years,Female,White,37
Georgia,13,2009,35-44 years,Male,White,69
Georgia,13,2009,45-54 years,Female,White,64
Georgia,13,2009,45-54 years,Male,Black or African American,10
Georgia,13,2009,45-54 years,Male,White,64
Georgia,13,2009,55-64 years,Female,White,22
Georgia,13,2009,55-64 years,Male,White,25
Georgia,13,2010,15-24 years,Female,White,11
Georgia,13,2010,15-24 years,Male,White,56
Georgia,13,2010,25-34 years,Female,White,30
Georgia,13,2010,25-34 years,Male,White,72
Georgia,13,2010,35-44 years,Female,White,55
Georgia,13,2010,35-44 years,Male,White,62
Georgia,13,2010,45-54 years,Female,White,62
Georgia,13,2010,45-54 years,Male,White,74
Georgia,13,2010,55-64 years,Female,White,36
Georgia,13,2010,55-64 years,Male,White,24
Georgia,13,2011,15-24 years,Female,White,19
Georgia,13,2011,15-24 years,Male,White,42
Georgia,13,2011,25-34 years,Female,White,26
Georgia,13,2011,25-34 years,Male,White,86
Georgia,13,2011,35-44 years,Female,Black or African American,10
Georgia,13,2011,35-44 years,Female,White,56
Georgia,13,2011,35-44 years,Male,White,60
Georgia,13,2011,45-54 years,Female,White,66
Georgia,13,2011,45-54 years,Male,White,71
Georgia,13,2011,55-64 years,Female,White,29
Georgia,13,2011,55-64 years,Male,White,15
Georgia,13,2012,15-24 years,Female,White,10
Georgia,13,2012,15-24 years,Male,White,32
Georgia,13,2012,25-34 years,Female,White,33
Georgia,13,2012,25-34 years,Male,White,80
Georgia,13,2012,35-44 years,Female,White,49
Georgia,13,2012,35-44 years,Male,White,74
Georgia,13,2012,45-54 years,Female,White,67
Georgia,13,2012,45-54 years,Male,White,66
Georgia,13,2012,55-64 years,Female,White,32
Georgia,13,2012,55-64 years,Male,White,29
Georgia,13,2013,15-24 years,Male,White,38
Georgia,13,2013,25-34 years,Female,White,22
Georgia,13,2013,25-34 years,Male,White,79
Georgia,13,2013,35-44 years,Female,White,49
Georgia,13,2013,35-44 years,Male,White,69
Georgia,13,2013,45-54 years,Female,White,71
Georgia,13,2013,45-54 years,Male,White,58
Georgia,13,2013,55-64 years,Female,White,32
Georgia,13,2013,55-64 years,Male,White,38
Georgia,13,2014,15-24 years,Female,White,19
Georgia,13,2014,15-24 years,Male,White,55
Georgia,13,2014,25-34 years,Female,White,40
Georgia,13,2014,25-34 years,Male,White,133
Georgia,13,2014,35-44 years,Female,White,58
Georgia,13,2014,35-44 years,Male,White,84
Georgia,13,2014,45-54 years,Female,White,67
Georgia,13,2014,45-54 years,Male,White,73
Georgia,13,2014,55-64 years,Female,White,41
Georgia,13,2014,55-64 years,Male,White,45
Georgia,13,2014,65-74 years,Female,White,12
Hawaii,15,2003,35-44 years,Male,White,12
Hawaii,15,2004,45-54 years,Male,White,12
Hawaii,15,2005,45-54 years,Male,White,14
Hawaii,15,2006,45-54 years,Male,White,12
Hawaii,15,2007,45-54 years,Male,White,18
Hawaii,15,2009,45-54 years,Male,White,10
Hawaii,15,2010,55-64 years,Male,White,10
Hawaii,15,2011,55-64 years,Male,White,11
Hawaii,15,2013,55-64 years,Male,White,11
Idaho,16,2001,35-44 years,Male,White,14
Idaho,16,2003,35-44 years,Male,White,10
Idaho,16,2003,45-54 years,Female,White,16
Idaho,16,2005,35-44 years,Male,White,12
Idaho,16,2006,25-34 years,Male,White,13
Idaho,16,2006,35-44 years,Female,White,12
Idaho,16,2007,45-54 years,Female,White,11
Idaho,16,2007,45-54 years,Male,White,11
Idaho,16,2008,35-44 years,Female,White,10
Idaho,16,2008,45-54 years,Male,White,11
Idaho,16,2010,25-34 years,Male,White,11
Idaho,16,2010,45-54 years,Female,White,18
Idaho,16,2010,45-54 years,Male,White,10
Idaho,16,2011,25-34 years,Male,White,11
Idaho,16,2011,35-44 years,Male,White,10
Idaho,16,2011,45-54 years,Female,White,13
Idaho,16,2012,45-54 years,Male,White,12
Idaho,16,2013,45-54 years,Female,White,11
Idaho,16,2013,55-64 years,Male,White,11
Idaho,16,2014,45-54 years,Female,White,14
Idaho,16,2014,55-64 years,Female,White,10
Illinois,17,1999,15-24 years,Male,White,42
Illinois,17,1999,25-34 years,Female,Black or African American,11
Illinois,17,1999,25-34 years,Female,White,13
Illinois,17,1999,25-34 years,Male,Black or African American,33
Illinois,17,1999,25-34 years,Male,White,56
Illinois,17,1999,35-44 years,Female,Black or African American,17
Illinois,17,1999,35-44 years,Female,White,29
Illinois,17,1999,35-44 years,Male,Black or African American,54
Illinois,17,1999,35-44 years,Male,White,90
Illinois,17,1999,45-54 years,Male,Black or African American,45
Illinois,17,1999,45-54 years,Male,White,40
Illinois,17,2000,15-24 years,Female,White,13
Illinois,17,2000,15-24 years,Male,White,50
Illinois,17,2000,25-34 years,Female,Black or African American,10
Illinois,17,2000,25-34 years,Female,White,14
Illinois,17,2000,25-34 years,Male,Black or African American,33
Illinois,17,2000,25-34 years,Male,White,60
Illinois,17,2000,35-44 years,Female,Black or African American,25
Illinois,17,2000,35-44 years,Female,White,28
Illinois,17,2000,35-44 years,Male,Black or African American,60
Illinois,17,2000,35-44 years,Male,White,96
Illinois,17,2000,45-54 years,Female,Black or African American,11
Illinois,17,2000,45-54 years,Female,White,13
Illinois,17,2000,45-54 years,Male,Black or African American,55
Illinois,17,2000,45-54 years,Male,White,56
Illinois,17,2001,15-24 years,Male,White,35
Illinois,17,2001,25-34 years,Female,Black or African American,10
Illinois,17,2001,25-34 years,Female,White,17
Illinois,17,2001,25-34 years,Male,Black or African American,17
Illinois,17,2001,25-34 years,Male,White,83
Illinois,17,2001,35-44 years,Female,Black or African American,10
Illinois,17,2001,35-44 years,Female,White,28
Illinois,17,2001,35-44 years,Male,Black or African American,55
Illinois,17,2001,35-44 years,Male,White,86
Illinois,17,2001,45-54 years,Female,White,23
Illinois,17,2001,45-54 years,Male,Black or African American,44
Illinois,17,2001,45-54 years,Male,White,61
Illinois,17,2002,15-24 years,Female,White,10
Illinois,17,2002,15-24 years,Male,White,49
Illinois,17,2002,25-34 years,Female,Black or African American,11
Illinois,17,2002,25-34 years,Female,White,14
Illinois,17,2002,25-34 years,Male,Black or African American,24
Illinois,17,2002,25-34 years,Male,White,70
Illinois,17,2002,35-44 years,Female,Black or African American,13
Illinois,17,2002,35-44 years,Female,White,41
Illinois,17,2002,35-44 years,Male,Black or African American,43
Illinois,17,2002,35-44 years,Male,White,96
Illinois,17,2002,45-54 years,Female,Black or African American,16
Illinois,17,2002,45-54 years,Female,White,24
Illinois,17,2002,45-54 years,Male,Black or African American,42
Illinois,17,2002,45-54 years,Male,White,71
Illinois,17,2002,55-64 years,Male,Black or African American,11
Illinois,17,2003,15-24 years,Female,White,16
Illinois,17,2003,15-24 years,Male,White,50
Illinois,17,2003,25-34 years,Female,Black or African American,15
Illinois,17,2003,25-34 years,Female,White,16
Illinois,17,2003,25-34 years,Male,Black or African American,16
Illinois,17,2003,25-34 years,Male,White,69
Illinois,17,2003,35-44 years,Female,Black or African American,15
Illinois,17,2003,35-44 years,Female,White,28
Illinois,17,2003,35-44 years,Male,Black or African American,39
Illinois,17,2003,35-44 years,Male,White,65
Illinois,17,2003,45-54 years,Female,White,18
Illinois,17,2003,45-54 years,Male,Black or African American,21
Illinois,17,2003,45-54 years,Male,White,51
Illinois,17,2004,15-24 years,Female,White,14
Illinois,17,2004,15-24 years,Male,White,57
Illinois,17,2004,25-34 years,Female,White,16
Illinois,17,2004,25-34 years,Male,Black or African American,16
Illinois,17,2004,25-34 years,Male,White,82
Illinois,17,2004,35-44 years,Female,Black or African American,12
Illinois,17,2004,35-44 years,Female,White,30
Illinois,17,2004,35-44 years,Male,Black or African American,29
Illinois,17,2004,35-44 years,Male,White,100
Illinois,17,2004,45-54 years,Female,Black or African American,16
Illinois,17,2004,45-54 years,Female,White,21
Illinois,17,2004,45-54 years,Male,Black or African American,33
Illinois,17,2004,45-54 years,Male,White,59
Illinois,17,2004,55-64 years,Male,Black or African American,12
Illinois,17,2005,15-24 years,Female,White,19
Illinois,17,2005,15-24 years,Male,White,64
Illinois,17,2005,25-34 years,Female,White,33
Illinois,17,2005,25-34 years,Male,Black or African American,10
Illinois,17,2005,25-34 years,Male,White,93
Illinois,17,2005,35-44 years,Female,Black or African American,13
Illinois,17,2005,35-44 years,Female,White,27
Illinois,17,2005,35-44 years,Male,Black or African American,35
Illinois,17,2005,35-44 years,Male,White,77
Illinois,17,2005,45-54 years,Female,White,28
Illinois,17,2005,45-54 years,Male,Black or African American,45
Illinois,17,2005,45-54 years,Male,White,87
Illinois,17,2005,55-64 years,Male,White,10
Illinois,17,2006,15-24 years,Female,White,26
Illinois,17,2006,15-24 years,Male,White,85
Illinois,17,2006,25-34 years,Female,White,28
Illinois,17,2006,25-34 years,Male,Black or African American,25
Illinois,17,2006,25-34 years,Male,White,131
Illinois,17,2006,35-44 years,Female,Black or African American,22
Illinois,17,2006,35-44 years,Female,White,41
Illinois,17,2006,35-44 years,Male,Black or African American,86
Illinois,17,2006,35-44 years,Male,White,111
Illinois,17,2006,45-54 years,Female,Black or African American,20
Illinois,17,2006,45-54 years,Female,White,33
Illinois,17,2006,45-54 years,Male,Black or African American,84
Illinois,17,2006,45-54 years,Male,White,105
Illinois,17,2006,55-64 years,Male,Black or African American,23
Illinois,17,2006,55-64 years,Male,White,20
Illinois,17,2007,15-24 years,Female,White,10
Illinois,17,2007,15-24 years,Male,White,78
Illinois,17,2007,25-34 years,Female,White,34
Illinois,17,2007,25-34 years,Male,White,100
Illinois,17,2007,35-44 years,Female,Black or African American,17
Illinois,17,2007,35-44 years,Female,White,47
Illinois,17,2007,35-44 years,Male,Black or African American,27
Illinois,17,2007,35-44 years,Male,White,99
Illinois,17,2007,45-54 years,Female,Black or African American,20
Illinois,17,2007,45-54 years,Female,White,52
Illinois,17,2007,45-54 years,Male,Black or African American,46
Illinois,17,2007,45-54 years,Male,White,67
Illinois,17,2007,55-64 years,Female,White,17
Illinois,17,2007,55-64 years,Male,Black or African American,14
Illinois,17,2007,55-64 years,Male,White,24
Illinois,17,2008,15-24 years,Female,White,25
Illinois,17,2008,15-24 years,Male,White,96
Illinois,17,2008,25-34 years,Female,White,39
Illinois,17,2008,25-34 years,Male,Black or African American,15
Illinois,17,2008,25-34 years,Male,White,149
Illinois,17,2008,35-44 years,Female,Black or African American,11
Illinois,17,2008,35-44 years,Female,White,41
Illinois,17,2008,35-44 years,Male,Black or African American,41
Illinois,17,2008,35-44 years,Male,White,128
Illinois,17,2008,45-54 years,Female,Black or African American,20
Illinois,17,2008,45-54 years,Female,White,59
Illinois,17,2008,45-54 years,Male,Black or African American,36
Illinois,17,2008,45-54 years,Male,White,92
Illinois,17,2008,55-64 years,Female,White,20
Illinois,17,2008,55-64 years,Male,Black or African American,14
Illinois,17,2008,55-64 years,Male,White,29
Illinois,17,2009,15-24 years,Female,White,23
Illinois,17,2009,15-24 years,Male,White,94
Illinois,17,2009,25-34 years,Female,White,42
Illinois,17,2009,25-34 years,Male,Black or African American,21
Illinois,17,2009,25-34 years,Male,White,150
Illinois,17,2009,35-44 years,Female,Black or African American,12
Illinois,17,2009,35-44 years,Female,White,47
Illinois,17,2009,35-44 years,Male,Black or African American,37
Illinois,17,2009,35-44 years,Male,White,125
Illinois,17,2009,45-54 years,Female,Black or African American,16
Illinois,17,2009,45-54 years,Female,White,67
Illinois,17,2009,45-54 years,Male,Black or African American,40
Illinois,17,2009,45-54 years,Male,White,110
Illinois,17,2009,55-64 years,Female,White,16
Illinois,17,2009,55-64 years,Male,Black or African American,17
Illinois,17,2009,55-64 years,Male,White,36
Illinois,17,2010,15-24 years,Female,White,30
Illinois,17,2010,15-24 years,Male,White,89
Illinois,17,2010,25-34 years,Female,White,52
Illinois,17,2010,25-34 years,Male,White,155
Illinois,17,2010,35-44 years,Female,Black or African American,16
Illinois,17,2010,35-44 years,Female,White,51
Illinois,17,2010,35-44 years,Male,Black or African American,21
Illinois,17,2010,35-44 years,Male,White,126
Illinois,17,2010,45-54 years,Female,Black or African American,22
Illinois,17,2010,45-54 years,Female,White,63
Illinois,17,2010,45-54 years,Male,Black or African American,25
Illinois,17,2010,45-54 years,Male,White,106
Illinois,17,2010,55-64 years,Female,White,21
Illinois,17,2010,55-64 years,Male,Black or African American,15
Illinois,17,2010,55-64 years,Male,White,35
Illinois,17,2011,15-24 years,Female,White,29
Illinois,17,2011,15-24 years,Male,White,92
Illinois,17,2011,25-34 years,Female,White,57
Illinois,17,2011,25-34 years,Male,White,189
Illinois,17,2011,35-44 years,Female,White,48
Illinois,17,2011,35-44 years,Male,Black or African American,39
Illinois,17,2011,35-44 years,Male,White,101
Illinois,17,2011,45-54 years,Female,Black or African American,12
Illinois,17,2011,45-54 years,Female,White,58
Illinois,17,2011,45-54 years,Male,Black or African American,39
Illinois,17,2011,45-54 years,Male,White,103
Illinois,17,2011,55-64 years,Female,White,24
Illinois,17,2011,55-64 years,Male,Black or African American,27
Illinois,17,2011,55-64 years,Male,White,30
Illinois,17,2012,15-24 years,Female,White,35
Illinois,17,2012,15-24 years,Male,White,115
Illinois,17,2012,25-34 years,Female,White,69
Illinois,17,2012,25-34 years,Male,Black or African American,16
Illinois,17,2012,25-34 years,Male,White,213
Illinois,17,2012,35-44 years,Female,Black or African American,15
Illinois,17,2012,35-44 years,Female,White,40
Illinois,17,2012,35-44 years,Male,Black or African American,20
Illinois,17,2012,35-44 years,Male,White,164
Illinois,17,2012,45-54 years,Female,Black or African American,22
Illinois,17,2012,45-54 years,Female,White,71
Illinois,17,2012,45-54 years,Male,Black or African American,62
Illinois,17,2012,45-54 years,Male,White,143
Illinois,17,2012,55-64 years,Female,Black or African American,11
Illinois,17,2012,55-64 years,Female,White,26
Illinois,17,2012,55-64 years,Male,Black or African American,27
Illinois,17,2012,55-64 years,Male,White,57
Illinois,17,2013,15-24 years,Female,White,29
Illinois,17,2013,15-24 years,Male,White,104
Illinois,17,2013,25-34 years,Female,White,70
Illinois,17,2013,25-34 years,Male,Black or African American,11
Illinois,17,2013,25-34 years,Male,White,199
Illinois,17,2013,35-44 years,Female,Black or African American,12
Illinois,17,2013,35-44 years,Female,White,52
Illinois,17,2013,35-44 years,Male,Black or African American,29
Illinois,17,2013,35-44 years,Male,White,123
Illinois,17,2013,45-54 years,Female,Black or African American,18
Illinois,17,2013,45-54 years,Female,White,57
Illinois,17,2013,45-54 years,Male,Black or African American,55
Illinois,17,2013,45-54 years,Male,White,127
Illinois,17,2013,55-64 years,Female,Black or African American,16
Illinois,17,2013,55-64 years,Female,White,32
Illinois,17,2013,55-64 years,Male,Black or African American,40
Illinois,17,2013,55-64 years,Male,White,56
Illinois,17,2014,15-24 years,Female,White,28
Illinois,17,2014,15-24 years,Male,White,87
Illinois,17,2014,25-34 years,Female,White,75
Illinois,17,2014,25-34 years,Male,Black or African American,15
Illinois,17,2014,25-34 years,Male,White,218
Illinois,17,2014,35-44 years,Female,Black or African American,17
Illinois,17,2014,35-44 years,Female,White,80
Illinois,17,2014,35-44 years,Male,Black or African American,31
Illinois,17,2014,35-44 years,Male,White,154
Illinois,17,2014,45-54 years,Female,Black or African American,30
Illinois,17,2014,45-54 years,Female,White,75
Illinois,17,2014,45-54 years,Male,Black or African American,47
Illinois,17,2014,45-54 years,Male,White,129
Illinois,17,2014,55-64 years,Female,Black or African American,23
Illinois,17,2014,55-64 years,Female,White,37
Illinois,17,2014,55-64 years,Male,Black or African American,45
Illinois,17,2014,55-64 years,Male,White,70
Indiana,18,1999,25-34 years,Male,White,11
Indiana,18,2000,35-44 years,Male,White,10
Indiana,18,2000,45-54 years,Male,White,10
Indiana,18,2001,15-24 years,Male,White,12
Indiana,18,2001,25-34 years,Male,White,11
Indiana,18,2001,35-44 years,Female,White,10
Indiana,18,2001,35-44 years,Male,White,11
Indiana,18,2002,35-44 years,Male,White,16
Indiana,18,2003,15-24 years,Male,White,24
Indiana,18,2003,25-34 years,Female,White,10
Indiana,18,2003,25-34 years,Male,White,17
Indiana,18,2003,35-44 years,Female,White,12
Indiana,18,2003,35-44 years,Male,White,26
Indiana,18,2003,45-54 years,Male,White,12
Indiana,18,2004,15-24 years,Male,White,17
Indiana,18,2004,25-34 years,Male,White,19
Indiana,18,2004,35-44 years,Female,White,14
Indiana,18,2004,35-44 years,Male,White,29
Indiana,18,2004,45-54 years,Male,White,24
Indiana,18,2005,15-24 years,Male,White,24
Indiana,18,2005,25-34 years,Female,White,12
Indiana,18,2005,25-34 years,Male,White,25
Indiana,18,2005,35-44 years,Female,White,15
Indiana,18,2005,35-44 years,Male,White,21
Indiana,18,2005,45-54 years,Female,White,12
Indiana,18,2005,45-54 years,Male,White,28
Indiana,18,2006,15-24 years,Male,White,22
Indiana,18,2006,25-34 years,Female,White,10
Indiana,18,2006,25-34 years,Male,White,35
Indiana,18,2006,35-44 years,Female,White,14
Indiana,18,2006,35-44 years,Male,White,25
Indiana,18,2006,45-54 years,Female,White,21
Indiana,18,2006,45-54 years,Male,White,22
Indiana,18,2007,15-24 years,Male,White,35
Indiana,18,2007,25-34 years,Female,White,14
Indiana,18,2007,25-34 years,Male,White,45
Indiana,18,2007,35-44 years,Female,White,16
Indiana,18,2007,35-44 years,Male,White,43
Indiana,18,2007,45-54 years,Female,White,28
Indiana,18,2007,45-54 years,Male,White,20
Indiana,18,2008,15-24 years,Male,White,34
Indiana,18,2008,25-34 years,Female,White,14
Indiana,18,2008,25-34 years,Male,White,56
Indiana,18,2008,35-44 years,Female,White,22
Indiana,18,2008,35-44 years,Male,White,60
Indiana,18,2008,45-54 years,Female,White,27
Indiana,18,2008,45-54 years,Male,White,36
Indiana,18,2008,55-64 years,Male,White,12
Indiana,18,2009,15-24 years,Male,White,32
Indiana,18,2009,25-34 years,Female,White,18
Indiana,18,2009,25-34 years,Male,White,46
Indiana,18,2009,35-44 years,Female,White,27
Indiana,18,2009,35-44 years,Male,White,37
Indiana,18,2009,45-54 years,Female,White,35
Indiana,18,2009,45-54 years,Male,White,54
Indiana,18,2009,55-64 years,Female,White,15
Indiana,18,2009,55-64 years,Male,White,20
Indiana,18,2010,15-24 years,Male,White,29
Indiana,18,2010,25-34 years,Female,White,22
Indiana,18,2010,25-34 years,Male,White,57
Indiana,18,2010,35-44 years,Female,White,19
Indiana,18,2010,35-44 years,Male,White,32
Indiana,18,2010,45-54 years,Female,White,33
Indiana,18,2010,45-54 years,Male,White,38
Indiana,18,2010,55-64 years,Female,White,10
Indiana,18,2010,55-64 years,Male,White,15
Indiana,18,2011,15-24 years,Male,White,29
Indiana,18,2011,25-34 years,Female,White,29
Indiana,18,2011,25-34 years,Male,White,63
Indiana,18,2011,35-44 years,Female,White,25
Indiana,18,2011,35-44 years,Male,White,49
Indiana,18,2011,45-54 years,Female,White,44
Indiana,18,2011,45-54 years,Male,White,47
Indiana,18,2011,55-64 years,Female,White,20
Indiana,18,2011,55-64 years,Male,White,15
Indiana,18,2012,15-24 years,Female,White,16
Indiana,18,2012,15-24 years,Male,White,37
Indiana,18,2012,25-34 years,Female,White,26
Indiana,18,2012,25-34 years,Male,White,68
Indiana,18,2012,35-44 years,Female,White,23
Indiana,18,2012,35-44 years,Male,White,62
Indiana,18,2012,45-54 years,Female,White,30
Indiana,18,2012,45-54 years,Male,White,43
Indiana,18,2012,55-64 years,Female,White,12
Indiana,18,2012,55-64 years,Male,Black or African American,11
Indiana,18,2012,55-64 years,Male,White,17
Indiana,18,2013,15-24 years,Male,White,35
Indiana,18,2013,25-34 years,Female,White,19
Indiana,18,2013,25-34 years,Male,White,82
Indiana,18,2013,35-44 years,Female,White,23
Indiana,18,2013,35-44 years,Male,White,55
Indiana,18,2013,45-54 years,Female,White,31
Indiana,18,2013,45-54 years,Male,White,39
Indiana,18,2013,55-64 years,Female,White,13
Indiana,18,2013,55-64 years,Male,White,24
Indiana,18,2014,15-24 years,Female,White,19
Indiana,18,2014,15-24 years,Male,White,36
Indiana,18,2014,25-34 years,Female,White,34
Indiana,18,2014,25-34 years,Male,White,88
Indiana,18,2014,35-44 years,Female,White,32
Indiana,18,2014,35-44 years,Male,White,76
Indiana,18,2014,45-54 years,Female,White,36
Indiana,18,2014,45-54 years,Male,White,58
Indiana,18,2014,55-64 years,Female,White,18
Indiana,18,2014,55-64 years,Male,White,27
Indiana,18,2014,65-74 years,Male,White,11
Iowa,19,2003,35-44 years,Male,White,10
Iowa,19,2005,25-34 years,Male,White,11
Iowa,19,2005,35-44 years,Male,White,10
Iowa,19,2005,45-54 years,Female,White,18
Iowa,19,2006,25-34 years,Male,White,17
Iowa,19,2006,35-44 years,Female,White,12
Iowa,19,2006,35-44 years,Male,White,13
Iowa,19,2006,45-54 years,Male,White,16
Iowa,19,2007,15-24 years,Male,White,14
Iowa,19,2007,25-34 years,Male,White,11
Iowa,19,2007,35-44 years,Male,White,13
Iowa,19,2007,45-54 years,Female,White,18
Iowa,19,2007,45-54 years,Male,White,21
Iowa,19,2008,15-24 years,Male,White,12
Iowa,19,2008,25-34 years,Male,White,19
Iowa,19,2008,35-44 years,Female,White,17
Iowa,19,2008,35-44 years,Male,White,18
Iowa,19,2008,45-54 years,Female,White,17
Iowa,19,2008,45-54 years,Male,White,17
Iowa,19,2009,15-24 years,Male,White,10
Iowa,19,2009,25-34 years,Male,White,27
Iowa,19,2009,35-44 years,Female,White,15
Iowa,19,2009,35-44 years,Male,White,22
Iowa,19,2009,45-54 years,Female,White,14
Iowa,19,2009,45-54 years,Male,White,17
Iowa,19,2010,15-24 years,Male,White,10
Iowa,19,2010,25-34 years,Male,White,19
Iowa,19,2010,35-44 years,Female,White,16
Iowa,19,2010,35-44 years,Male,White,23
Iowa,19,2010,45-54 years,Female,White,25
Iowa,19,2010,45-54 years,Male,White,25
Iowa,19,2011,15-24 years,Male,White,15
Iowa,19,2011,25-34 years,Female,White,10
Iowa,19,2011,25-34 years,Male,White,27
Iowa,19,2011,35-44 years,Female,White,25
Iowa,19,2011,35-44 years,Male,White,12
Iowa,19,2011,45-54 years,Female,White,19
Iowa,19,2011,45-54 years,Male,White,24
Iowa,19,2011,55-64 years,Male,White,12
Iowa,19,2012,25-34 years,Male,White,24
Iowa,19,2012,35-44 years,Female,White,23
Iowa,19,2012,35-44 years,Male,White,21
Iowa,19,2012,45-54 years,Female,White,25
Iowa,19,2012,45-54 years,Male,White,22
Iowa,19,2012,55-64 years,Female,White,10
Iowa,19,2012,55-64 years,Male,White,14
Iowa,19,2013,15-24 years,Male,White,16
Iowa,19,2013,25-34 years,Female,White,13
Iowa,19,2013,25-34 years,Male,White,18
Iowa,19,2013,35-44 years,Female,White,27
Iowa,19,2013,35-44 years,Male,White,19
Iowa,19,2013,45-54 years,Female,White,24
Iowa,19,2013,45-54 years,Male,White,12
Iowa,19,2013,55-64 years,Female,White,14
Iowa,19,2013,55-64 years,Male,White,13
Iowa,19,2014,15-24 years,Male,White,14
Iowa,19,2014,25-34 years,Male,White,23
Iowa,19,2014,35-44 years,Female,White,16
Iowa,19,2014,35-44 years,Male,White,18
Iowa,19,2014,45-54 years,Female,White,22
Iowa,19,2014,45-54 years,Male,White,16
Iowa,19,2014,55-64 years,Female,White,11
Iowa,19,2014,55-64 years,Male,White,16
Kansas,20,2000,35-44 years,Male,White,11
Kansas,20,2001,35-44 years,Female,White,11
Kansas,20,2002,35-44 years,Male,White,17
Kansas,20,2002,45-54 years,Female,White,11
Kansas,20,2002,45-54 years,Male,White,17
Kansas,20,2003,35-44 years,Female,White,10
Kansas,20,2003,35-44 years,Male,White,15
Kansas,20,2003,45-54 years,Male,White,12
Kansas,20,2004,25-34 years,Male,White,13
Kansas,20,2004,35-44 years,Female,White,22
Kansas,20,2004,35-44 years,Male,White,24
Kansas,20,2004,45-54 years,Male,White,21
Kansas,20,2005,25-34 years,Male,White,10
Kansas,20,2005,35-44 years,Female,White,16
Kansas,20,2005,35-44 years,Male,White,21
Kansas,20,2005,45-54 years,Female,White,12
Kansas,20,2005,45-54 years,Male,White,23
Kansas,20,2006,25-34 years,Male,White,15
Kansas,20,2006,35-44 years,Female,White,15
Kansas,20,2006,35-44 years,Male,White,14
Kansas,20,2006,45-54 years,Female,White,18
Kansas,20,2006,45-54 years,Male,White,20
Kansas,20,2007,25-34 years,Male,White,16
Kansas,20,2007,35-44 years,Female,White,11
Kansas,20,2007,35-44 years,Male,White,17
Kansas,20,2007,45-54 years,Female,White,16
Kansas,20,2007,45-54 years,Male,White,22
Kansas,20,2008,25-34 years,Male,White,11
Kansas,20,2008,35-44 years,Male,White,12
Kansas,20,2008,45-54 years,Female,White,20
Kansas,20,2008,45-54 years,Male,White,10
Kansas,20,2009,15-24 years,Male,White,14
Kansas,20,2009,25-34 years,Female,White,10
Kansas,20,2009,25-34 years,Male,White,15
Kansas,20,2009,35-44 years,Female,White,15
Kansas,20,2009,35-44 years,Male,White,28
Kansas,20,2009,45-54 years,Female,White,20
